media_id,taken_at,username,follower_count,caption,media_product_type,media_type,like_count,comment_count,save_count,share_count,video_view_count,reach
694339931418084489,1787670645,omar10_in,1057,last over replay pe replay dekh raha hu #UnderdogWin,REELS,VIDEO,7,0,0,0,348,234
779571420677530125,1787691736,tara862_,1454,third time this week honestly #AppDown,FEED,CAROUSEL_ALBUM,75,1,10,20,,809
283850154647420625,1787584770,arjun188,934,"false alarm apparently, working again on my end #ServerOutage",STORY,VIDEO,0,0,0,0,1277,545
633506034003719598,1787674741,meera1032,561,underdogs really did that tonight #MatchNight,FEED,CAROUSEL_ALBUM,15,1,2,2,,415
379983311504002241,1787685883,arjun399,244,"the whole crowd singing along, chills #SingalongChallenge",FEED,IMAGE,2,0,0,0,,39
172884820914754261,1787681417,priya49,6005,watch party er environment ta osadharon chilo #SingalongChallenge,REELS,VIDEO,36,1,3,2,1978,1769
602162766289118919,1787666924,kabir3407,2038,biggest upset of the season easily #MatchNight,FEED,IMAGE,74,2,2,12,,1543
895866544466500501,1787700114,priya3_in,216,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,REELS,VIDEO,0,0,0,0,33,41
596058765335834107,1787664529,omar82259,902,watch party er environment ta osadharon chilo #SingalongChallenge,REELS,VIDEO,1,0,0,0,197,83
812034090461342303,1787677996,bina630_in,756,still stuck on the loading screen #ServerOutage,REELS,VIDEO,5,0,0,0,910,437
124694067376244052,1787537238,vikram24_in,720,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",STORY,VIDEO,0,0,0,0,1688,836
203076693940161629,1787695633,tanvir199,3436,ei match ta bhulte parbo na #UnderdogWin,FEED,CAROUSEL_ALBUM,30,1,0,2,,642
223909519329461397,1787694335,sunny1033x,1157,"the whole crowd singing along, chills #SingalongChallenge",STORY,IMAGE,0,0,0,0,,476
350183822733032011,1787693572,rizwan562,1252,ei match ta bhulte parbo na #MatchNight,FEED,CAROUSEL_ALBUM,5,0,0,1,,241
899693353984939249,1787674534,rahul857x,346,last over replay pe replay dekh raha hu #UnderdogWin,REELS,VIDEO,6,0,0,1,699,329
389795231621192825,1787676382,shreya27507,1461,why is replacing the battery cheaper than the whole phone now #RightToRepair,REELS,VIDEO,8,0,0,1,498,331
584036600711958466,1787643554,shreya27507,1461,everyone using this audio as a template #WatchParty,FEED,CAROUSEL_ALBUM,32,2,5,6,,571
734149381711000300,1787647503,zoya47official,690,"spec sheet looks great, real world is mid imo #GadgetCheck",FEED,IMAGE,12,0,2,0,,893
907690086240891466,1787683925,aisha86907,436,queue was 40 min long and honestly worth it #LateNightEats,STORY,VIDEO,0,0,0,0,448,356
972828010489858638,1787673967,neel949342,314,found this 58-rupee plate near the station and i'm never recovering #LateNightEats,REELS,VIDEO,7,0,1,1,401,175
401318419746547811,1787684020,dipu483_,637,ei match ta bhulte parbo na #MatchNight,FEED,IMAGE,2,0,0,0,,80
883746905063120523,1787669028,sana30460,103,"friday faves, 18 things i actually used this week #WeeklyRoundup",STORY,VIDEO,0,0,0,0,87,35
866960452509523265,1787669748,nadia971,1961,NOBODY saw that result coming #MatchNight,FEED,CAROUSEL_ALBUM,32,0,3,5,,1782
392564427680862244,1787686906,arjun1048,443,found this 103-rupee plate near the station and i'm never recovering #StreetFoodFinds,FEED,CAROUSEL_ALBUM,10,0,1,0,,288
205868298491441351,1787666849,rahul146official,2554,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,102,2,16,23,2364,2340
558101550030197868,1787542954,hasan23x,822,shipping status change hone me kitna time lagta hai #DeliveryStatus,STORY,VIDEO,0,0,0,0,370,283
803862938827357319,1787676903,rahul22707,282,everyone using this audio as a template #WatchParty,REELS,VIDEO,0,0,0,0,38,42
782434707745157796,1787686918,sana632_,581,"late night eats thread, adding this one to the list #LateNightEats",FEED,CAROUSEL_ALBUM,2,0,0,0,,357
845608339736226441,1787668852,nadia506_,221,underdogs really did that tonight #UnderdogWin,STORY,VIDEO,0,0,0,0,260,111
193297056458814783,1787549357,kabir139_,196,everyone using this audio as a template #WatchParty,STORY,IMAGE,0,0,0,0,,59
616450932663620994,1787679817,omar882x,207,clip of that moment is everywhere now #SingalongChallenge,FEED,IMAGE,1,0,0,0,,26
983777222772971953,1787667850,tara142x,567,clip of that moment is everywhere now #SingalongChallenge,STORY,IMAGE,0,0,0,0,,247
893901933137115998,1787684817,dipu268official,139,"the whole crowd singing along, chills #WatchParty",REELS,VIDEO,4,0,0,1,163,133
250357475902608970,1787696515,vikram697official,529,clip of that moment is everywhere now #WatchParty,REELS,VIDEO,9,0,1,2,222,205
157144106656605019,1787585423,sunny60_,760,"spec sheet looks great, real world is mid imo #GadgetCheck",REELS,VIDEO,13,0,1,3,628,345
358061262371197324,1787628876,dipu424860,142,third time this week honestly #AppDown,REELS,VIDEO,0,0,0,0,52,58
458977638517235497,1787678077,shreya299official,640,NOBODY saw that result coming #UnderdogWin,REELS,VIDEO,9,0,2,1,526,336
545255398793630726,1787675936,rizwan968official,1015,ei match ta bhulte parbo na #UnderdogWin,REELS,VIDEO,27,2,4,0,1223,901
266054519671832973,1787689426,jay287_in,3492,"bhai ye wala stall best hai, 103 me itna khana #StreetFoodFinds",REELS,VIDEO,40,1,7,10,1683,1255
105966687847569307,1787641782,priya153_in,607,watch party er environment ta osadharon chilo #WatchParty,REELS,VIDEO,10,1,0,0,633,558
199759970183695049,1787670541,dipu439official,604,"late night eats thread, adding this one to the list #StreetFoodFinds",FEED,IMAGE,16,0,1,4,,508
265083160521410762,1787701596,farhan29007,74,"bhai ye wala stall best hai, 103 me itna khana #StreetFoodFinds",REELS,VIDEO,1,0,0,0,37,45
997970246921768736,1787687983,jay1081_in,441,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,3,0,0,0,67,55
180275328693588236,1787660208,vikram389x,517,NOBODY saw that result coming #MatchNight,FEED,CAROUSEL_ALBUM,5,0,1,0,,150
980940766966988216,1787664120,aisha86907,436,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,3,0,0,0,193,123
523417063050534541,1787612447,rahul241official,1414,NOBODY saw that result coming #MatchNight,FEED,IMAGE,8,0,0,1,,1025
282199099156695860,1787600878,rahul13107,1474,is it actually worth 27k or nah #GadgetCheck,STORY,IMAGE,0,0,0,0,,966
657902048611400161,1787584114,omar127_in,1593,third time this week honestly #ServerOutage,REELS,VIDEO,8,0,0,1,662,208
262646425225939934,1787643884,sana30460,103,biggest upset of the season easily #MatchNight,FEED,CAROUSEL_ALBUM,2,0,0,0,,58
187426502479740071,1787661064,bina31,347,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,4,0,0,0,398,262
418663088869456672,1787689345,tanvir709x,1322,queue was 40 min long and honestly worth it #StreetFoodFinds,STORY,IMAGE,0,0,0,0,,148
103522587313379653,1787674736,zoya38official,307,shipping status change hone me kitna time lagta hai #DeliveryStatus,STORY,IMAGE,0,0,0,0,,
381600271743116602,1787696592,omar1142x,868,found this 42-rupee plate near the station and i'm never recovering #StreetFoodFinds,REELS,VIDEO,0,0,0,0,211,115
904467380711396016,1787687499,jay790_,861,"ei jaygar khabar ta darun, must try #LateNightEats",FEED,CAROUSEL_ALBUM,5,0,0,0,,107
639873893251728918,1787700981,sunny1105106,322,clip of that moment is everywhere now #SingalongChallenge,FEED,CAROUSEL_ALBUM,7,0,1,1,,233
903128702265604435,1787651197,zoya237985,542,ei match ta bhulte parbo na #UnderdogWin,FEED,IMAGE,10,0,0,2,,303
128605448137530966,1787688674,shreya484_,5401,hostel room setup part 2 #BackToCampus,FEED,CAROUSEL_ALBUM,70,7,14,0,,1193
828006668458552524,1787696338,dipu439official,604,clip of that moment is everywhere now #SingalongChallenge,REELS,VIDEO,5,0,0,1,861,350
987275015529638181,1787680277,jay715x,406,"bhai ye wala stall best hai, 103 me itna khana #LateNightEats",REELS,VIDEO,7,0,1,0,324,218
338900801833778804,1787573993,sana69official,241,biggest upset of the season easily #UnderdogWin,STORY,VIDEO,0,0,0,0,211,119
366606427821594472,1787675783,bina89707,175,NOBODY saw that result coming #UnderdogWin,FEED,IMAGE,6,0,1,0,,125
970682483122916650,1787679532,neel352,842,"ei jaygar khabar ta darun, must try #StreetFoodFinds",REELS,VIDEO,23,2,2,1,1086,628
464063297159395676,1787590396,shreya143x,241,third time this week honestly #ServerOutage,REELS,VIDEO,4,0,0,0,116,66
285197470552239155,1787700477,sana442_in,1605,"genuinely good thread on repairability scores, worth a read #RightToRepair",STORY,IMAGE,0,0,0,0,,507
778607448899699145,1787664678,hasan23x,822,biggest upset of the season easily #UnderdogWin,FEED,CAROUSEL_ALBUM,12,0,0,1,,971
468609767589023163,1787632040,bina678_,511,"parts pairing is the real problem, not the screws #RepairNotReplace",REELS,VIDEO,13,1,2,0,513,308
802969896154408207,1787684341,priya98907,1163,underdogs really did that tonight #UnderdogWin,STORY,VIDEO,0,0,0,0,2401,1614
231599228143891698,1787696834,rizwan289official,384,"took it to a local shop, fixed for 5800. brand quoted 5x that #RightToRepair",REELS,VIDEO,2,0,0,0,102,30
572304611772578930,1787579933,arjun26_,33,"ok it's a regional thing, not a full outage #ServerOutage",FEED,IMAGE,1,0,0,0,,28
140652994350484765,1787700725,zoya108x,491,underdogs really did that tonight #UnderdogWin,STORY,IMAGE,0,0,0,0,,271
210115362999748355,1787559370,zoya9207,407,ei match ta bhulte parbo na #MatchNight,REELS,VIDEO,3,0,0,0,677,540
639620290913443904,1787658878,sunny420_,726,"parts pairing is the real problem, not the screws #RightToRepair",REELS,VIDEO,8,0,0,1,1020,497
859455209717353870,1787628318,neel288,317,found this 12-rupee plate near the station and i'm never recovering #StreetFoodFinds,FEED,CAROUSEL_ALBUM,1,0,0,0,,167
182757524371755673,1787697845,dipu986_in,2008,"repair karana sasta hai, log samajhte nahi #RightToRepair",FEED,IMAGE,60,5,4,17,,2015
211895292020279422,1787570677,vikram138_in,500,NOBODY saw that result coming #UnderdogWin,FEED,CAROUSEL_ALBUM,2,0,0,0,,78
537100982226928783,1787673590,sunny417official,491,underdogs really did that tonight #UnderdogWin,REELS,VIDEO,11,0,0,2,572,303
586632562795975575,1787620469,vikram138_in,500,anyone know how long the update usually takes? #DeliveryStatus,FEED,IMAGE,3,0,0,0,,473
399307076947060792,1787683070,imran359_in,546,"false alarm apparently, working again on my end #ServerOutage",STORY,VIDEO,0,0,0,0,987,510
787767430494610182,1787689386,arjun774_,278,clip of that moment is everywhere now #SingalongChallenge,REELS,VIDEO,4,0,0,0,520,369
446059343006527203,1787608827,rizwan62_in,696,shipping status change hone me kitna time lagta hai #ShippingUpdate,REELS,VIDEO,24,2,5,2,1760,706
900626181372242905,1787674597,arjun541official,715,"late night eats thread, adding this one to the list #StreetFoodFinds",FEED,CAROUSEL_ALBUM,5,0,1,0,,191
135947895802510531,1787687240,imran743official,581,"bhai ye wala stall best hai, 103 me itna khana #StreetFoodFinds",REELS,VIDEO,5,0,0,0,513,413
393499128527637884,1787547118,aisha13x,206,"parts pairing is the real problem, not the screws #RightToRepair",FEED,CAROUSEL_ALBUM,3,0,0,0,,128
921540200260912253,1787620144,farhan495x,23,"repair karana sasta hai, log samajhte nahi #RightToRepair",REELS,VIDEO,0,0,0,0,58,30
940610940553747426,1787623865,rizwan10407,231,everyone using this audio as a template #WatchParty,FEED,IMAGE,2,0,0,0,,32
953940077760243806,1787698278,neel36x,579,watch party er environment ta osadharon chilo #WatchParty,FEED,CAROUSEL_ALBUM,18,0,3,2,,527
128657192963769586,1787684306,bina252x,2789,clip of that moment is everywhere now #SingalongChallenge,FEED,CAROUSEL_ALBUM,91,5,4,13,,1546
981450895970045487,1787661626,tara54907,150,watch party er environment ta osadharon chilo #WatchParty,FEED,IMAGE,3,0,0,0,,50
676627732134234819,1787696385,zoya832_in,1483,everyone using this audio as a template #WatchParty,FEED,CAROUSEL_ALBUM,71,2,3,3,,638
713890243422593386,1787685157,sunny1033x,1157,"late night eats thread, adding this one to the list #StreetFoodFinds",REELS,VIDEO,12,1,0,2,622,236
512693739270915988,1787667973,rizwan8907,1275,made it into the roundup somehow #WeeklyRoundup,REELS,VIDEO,14,1,1,0,844,553
734795112689990946,1787604186,zoya79,3470,"spec sheet looks great, real world is mid imo #GadgetCheck",REELS,VIDEO,70,6,2,11,4017,2419
323150999593010680,1787564977,imran78,451,shipping status change hone me kitna time lagta hai #DeliveryStatus,FEED,IMAGE,2,0,0,0,,84
302910795406845577,1787683627,jay1091_in,775,"late night eats thread, adding this one to the list #StreetFoodFinds",STORY,IMAGE,0,0,0,0,,482
734307562818087728,1787698109,imran455official,638,clip of that moment is everywhere now #WatchParty,STORY,IMAGE,0,0,0,0,,571
901510378366712696,1787690409,aisha64507,1062,NOBODY saw that result coming #UnderdogWin,STORY,VIDEO,0,0,0,0,770,1151
157325225261864355,1787654578,jay747x,1355,everyone using this audio as a template #WatchParty,STORY,IMAGE,0,0,0,0,,164
523629878396473513,1787669027,bina12807,80,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,4,0,0,0,158,40
328618215390480367,1787673831,rizwan818x,84,watch party er environment ta osadharon chilo #SingalongChallenge,FEED,CAROUSEL_ALBUM,0,0,0,0,,41
832035855840488609,1787687140,priya167official,1401,watch party er environment ta osadharon chilo #WatchParty,STORY,IMAGE,0,0,0,0,,460
889383812346362728,1787617919,tara26407,181,watch party er environment ta osadharon chilo #SingalongChallenge,REELS,VIDEO,5,0,0,0,347,149
637069840715347916,1787653877,hasan618official,1318,"repair karana sasta hai, log samajhte nahi #RightToRepair",STORY,VIDEO,0,0,0,0,1009,352
945259563403793093,1787666181,priya806230,2493,"ok it's a regional thing, not a full outage #AppDown",FEED,IMAGE,52,5,4,4,,2311
603533464615266656,1787695973,arjun278x,802,"the whole crowd singing along, chills #WatchParty",FEED,CAROUSEL_ALBUM,16,1,2,1,,413
598633393173676513,1787680558,jay293529,1727,biggest upset of the season easily #MatchNight,FEED,IMAGE,54,2,11,2,,1231
808121596102298092,1787590774,shreya27507,1461,"back to campus haul, everything under 5800 #BackToCampus",REELS,VIDEO,25,2,0,1,1499,1430
974183478157213629,1787698283,sana740_,323,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,6,0,1,1,244,107
252354232770821346,1787642598,neel737_in,530,"late night eats thread, adding this one to the list #StreetFoodFinds",STORY,VIDEO,0,0,0,0,998,536
672641590163696667,1787573125,arjun111_,1094,still stuck on the loading screen #ServerOutage,REELS,VIDEO,3,0,0,0,777,289
822726897105272878,1787696899,dipu1131_in,2238,everyone using this audio as a template #SingalongChallenge,STORY,VIDEO,0,0,0,0,850,356
352131426511551537,1787676406,tara944_,580,NOBODY saw that result coming #MatchNight,REELS,VIDEO,23,2,1,6,1544,536
360277955154911026,1787701687,omar81307,764,found this 58-rupee plate near the station and i'm never recovering #LateNightEats,REELS,VIDEO,21,0,3,1,1269,474
922145661314414272,1787680858,jay287_in,3492,watch party er environment ta osadharon chilo #WatchParty,REELS,VIDEO,37,1,3,9,2907,2134
710532139402777166,1787702143,omar812official,446,"late night eats thread, adding this one to the list #StreetFoodFinds",FEED,IMAGE,4,0,0,0,,149
893203394648976707,1787654905,arjun390_in,384,underdogs really did that tonight #MatchNight,FEED,CAROUSEL_ALBUM,2,0,0,0,,31
505209590618604407,1787692749,tara899official,177,everyone using this audio as a template #SingalongChallenge,FEED,IMAGE,1,0,0,0,,38
601537463743832293,1787671612,zoya519_,558,everyone using this audio as a template #SingalongChallenge,STORY,IMAGE,0,0,0,0,,315
605233316948261633,1787666357,omar305521,3801,last over replay pe replay dekh raha hu #UnderdogWin,REELS,VIDEO,53,1,11,12,7206,5006
850080686408567538,1787661311,zoya546_,441,underdogs really did that tonight #UnderdogWin,FEED,IMAGE,9,0,1,1,,216
552298301046421642,1787657091,imran756x,172,"bhai ye wala stall best hai, 42 me itna khana #StreetFoodFinds",REELS,VIDEO,3,0,0,0,178,55
934552394717913919,1787597177,rahul105x,293,queue was 40 min long and honestly worth it #LateNightEats,STORY,VIDEO,0,0,0,0,432,219
125737521501539982,1787669328,omar73,538,shipping status change hone me kitna time lagta hai #DeliveryStatus,REELS,VIDEO,3,0,0,0,934,410
229937128785003118,1787649900,nadia388472,1087,"ei jaygar khabar ta darun, must try #StreetFoodFinds",FEED,IMAGE,19,0,1,0,,746
788497155216091430,1787685647,rahul24594,2270,"ei jaygar khabar ta darun, must try #LateNightEats",FEED,CAROUSEL_ALBUM,51,1,10,5,,818
750516712889510068,1787567947,dipu268official,139,"parts pairing is the real problem, not the screws #RightToRepair",REELS,VIDEO,1,0,0,0,68,33
440240901580728014,1787700132,omar86307,338,queue was 40 min long and honestly worth it #LateNightEats,FEED,IMAGE,18,0,3,0,,332
258874402032405162,1787687696,meera585607,141,biggest upset of the season easily #UnderdogWin,REELS,VIDEO,1,0,0,0,351,115
954846685611924134,1787674118,sana740_,323,clip of that moment is everywhere now #WatchParty,FEED,IMAGE,12,0,1,3,,373
810212356853876914,1787665532,sana69official,241,watch party er environment ta osadharon chilo #WatchParty,REELS,VIDEO,9,1,1,0,299,163
670336365610762901,1787656080,aisha414,428,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",FEED,IMAGE,2,0,0,0,,94
300007082766504497,1787638770,shreya299official,640,"took it to a local shop, fixed for 5800. brand quoted 5x that #RepairNotReplace",REELS,VIDEO,32,2,5,7,1090,502
600158111459747450,1787694263,aisha86907,436,biggest upset of the season easily #UnderdogWin,FEED,CAROUSEL_ALBUM,1,0,0,0,,47
632687401952577047,1787692432,arjun623_,1487,"took it to a local shop, fixed for 3400. brand quoted 5x that #RightToRepair",REELS,VIDEO,10,0,2,0,749,298
638269115379542728,1787587008,sana122official,525,is it actually worth 18k or nah #GadgetCheck,REELS,VIDEO,11,1,0,0,771,664
395466677106041457,1787696275,rizwan29718,450,everyone using this audio as a template #WatchParty,FEED,CAROUSEL_ALBUM,1,0,0,0,,40
527012813214636786,1787689763,tanvir1074_in,255,NOBODY saw that result coming #MatchNight,STORY,VIDEO,0,0,0,0,659,258
146340456576060107,1787700580,sana609_,409,everyone using this audio as a template #SingalongChallenge,FEED,CAROUSEL_ALBUM,12,0,1,1,,350
875563726581559109,1787693896,rizwan855_in,775,"back to campus haul, everything under 4200 #CampusHaul",REELS,VIDEO,37,2,2,9,855,577
769473548329917686,1787666355,tara54907,150,biggest upset of the season easily #MatchNight,FEED,IMAGE,5,0,0,0,,87
113466612393539273,1787606806,sunny147,504,biggest upset of the season easily #MatchNight,REELS,VIDEO,5,0,0,0,337,368
892509414009291469,1787688391,sana807_in,981,"the whole crowd singing along, chills #WatchParty",REELS,VIDEO,8,0,0,1,562,327
193025022094754962,1787687642,zoya701933,394,ei match ta bhulte parbo na #MatchNight,REELS,VIDEO,6,0,0,0,159,130
856928645683281353,1787664395,meera548_in,668,last over replay pe replay dekh raha hu #UnderdogWin,STORY,IMAGE,0,0,0,0,,542
533425990189894430,1787693858,priya695x,11071,watch party er environment ta osadharon chilo #SingalongChallenge,FEED,CAROUSEL_ALBUM,402,15,98,35,,9325
809480192222249994,1787671458,imran756x,172,found this 34-rupee plate near the station and i'm never recovering #LateNightEats,FEED,IMAGE,4,0,0,1,,79
609061591742814804,1787677098,imran991_in,406,everyone using this audio as a template #SingalongChallenge,REELS,VIDEO,7,0,0,0,812,546
670198156201064596,1787697217,farhan1106x,471,biggest upset of the season easily #MatchNight,FEED,CAROUSEL_ALBUM,38,0,2,9,,497
809977144882151499,1787666293,rizwan941,1368,underdogs really did that tonight #UnderdogWin,FEED,IMAGE,3,0,0,0,,103
686889240750667951,1787701981,sunny1012x,433,found this 27-rupee plate near the station and i'm never recovering #LateNightEats,REELS,VIDEO,22,0,1,3,816,443
191630223048286017,1787594362,hasan93,2018,anyone know how long the update usually takes? #DeliveryStatus,FEED,CAROUSEL_ALBUM,16,0,0,2,,1168
682569006927909942,1787697464,aisha20607,161,everyone using this audio as a template #WatchParty,REELS,VIDEO,2,0,0,0,125,64
937197592663304000,1787565154,arjun20269,1062,"ok it's a regional thing, not a full outage #AppDown",FEED,CAROUSEL_ALBUM,6,0,0,0,,305
564681908054855285,1787675658,priya759,555,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",FEED,IMAGE,3,0,0,0,,104
785629077324549452,1787568925,jay67_in,2246,is it actually worth 12k or nah #GadgetCheck,REELS,VIDEO,13,1,2,3,535,614
977765541165130322,1787697420,dipu76707,692,NOBODY saw that result coming #UnderdogWin,REELS,VIDEO,49,2,4,2,1358,735
135890266730506556,1787653613,imran14official,581,made it into the roundup somehow #WeeklyRoundup,FEED,CAROUSEL_ALBUM,5,0,0,0,,354
249120290283381243,1787605693,imran413official,387,"ok it's a regional thing, not a full outage #AppDown",FEED,IMAGE,0,0,0,0,,43
453156202120562223,1787692744,hasan817_,149,"the whole crowd singing along, chills #WatchParty",FEED,IMAGE,3,0,0,0,,170
538587573306675976,1787696997,priya167official,1401,"the whole crowd singing along, chills #SingalongChallenge",FEED,CAROUSEL_ALBUM,22,1,4,4,,1333
467888654971250656,1787688101,priya46774,256,queue was 40 min long and honestly worth it #StreetFoodFinds,REELS,VIDEO,6,0,1,1,410,
453847366026534230,1787680334,bina952x,769,"genuinely good thread on repairability scores, worth a read #RightToRepair",FEED,CAROUSEL_ALBUM,8,0,1,1,,73
831080263053977987,1787682709,sana569,787,watch party er environment ta osadharon chilo #SingalongChallenge,REELS,VIDEO,4,0,0,0,336,224
759642425512835890,1787634628,priya203,1643,"the whole crowd singing along, chills #SingalongChallenge",REELS,VIDEO,16,0,3,3,1355,425
892143476450867869,1787534591,priya49,6005,clip of that moment is everywhere now #WatchParty,FEED,CAROUSEL_ALBUM,159,15,16,5,,8239
392442489096164170,1787683748,arjun112007,519,queue was 40 min long and honestly worth it #LateNightEats,FEED,CAROUSEL_ALBUM,24,0,3,6,,506
328352666597351766,1787661629,imran68107,409,"parts pairing is the real problem, not the screws #RightToRepair",STORY,VIDEO,0,0,0,0,169,172
608302288131589964,1787660548,neel910,568,everyone using this audio as a template #SingalongChallenge,FEED,IMAGE,15,0,0,0,,460
192187534354166606,1787699079,arjun7_in,2810,last over replay pe replay dekh raha hu #MatchNight,REELS,VIDEO,85,8,16,7,4077,2361
756603061503018034,1787665152,kabir139_,196,clip of that moment is everywhere now #SingalongChallenge,FEED,IMAGE,7,0,0,1,,
842927051433363387,1787698350,rizwan86,593,found this 34-rupee plate near the station and i'm never recovering #StreetFoodFinds,STORY,IMAGE,0,0,0,0,,129
386900660214712819,1787680989,meera301_in,1140,"late night eats thread, adding this one to the list #StreetFoodFinds",STORY,IMAGE,0,0,0,0,,390
882560304031216624,1787670696,vikram550official,789,ei match ta bhulte parbo na #MatchNight,REELS,VIDEO,7,0,1,1,365,185
855602239947925349,1787661643,aisha13x,206,biggest upset of the season easily #UnderdogWin,STORY,VIDEO,0,0,0,0,77,88
803293689775328747,1787633043,omar173677,510,clip of that moment is everywhere now #SingalongChallenge,REELS,VIDEO,25,2,5,5,1396,561
628145119692104307,1787695279,tara1145639,10103,"bhai ye wala stall best hai, 12 me itna khana #LateNightEats",FEED,CAROUSEL_ALBUM,79,2,9,14,,1384
235315647576729743,1787657693,sana276486,930,why is replacing the battery cheaper than the whole phone now #RightToRepair,REELS,VIDEO,11,0,1,1,1250,419
432331844635735638,1787660526,tara17,355,"delivery took 3 days longer than promised, finally here #DeliveryStatus",REELS,VIDEO,5,0,0,1,881,317
314291870796043838,1787683633,arjun733official,60,biggest upset of the season easily #UnderdogWin,REELS,VIDEO,3,0,0,0,73,57
483413111354632060,1787694268,kabir771_,330,found this 27-rupee plate near the station and i'm never recovering #StreetFoodFinds,REELS,VIDEO,0,0,0,0,123,56
385208078448318535,1787647967,meera690,466,ei match ta bhulte parbo na #MatchNight,REELS,VIDEO,2,0,0,0,104,46
835889107848015063,1787571779,omar127_in,1593,is the app down for everyone or just me #AppDown,REELS,VIDEO,29,2,1,6,2156,
699337825092477189,1787643580,farhan33907,3473,"the whole crowd singing along, chills #SingalongChallenge",FEED,IMAGE,19,0,3,0,,
891508618782601974,1787684825,priya291_,3657,biggest upset of the season easily #MatchNight,REELS,VIDEO,19,0,0,3,990,457
472183580175270069,1787677704,sunny191x,1793,underdogs really did that tonight #UnderdogWin,REELS,VIDEO,43,3,6,10,2720,1579
614832124689790891,1787700004,zoya47official,690,everyone using this audio as a template #WatchParty,STORY,IMAGE,0,0,0,0,,800
632010671125562283,1787676765,hasan27407,353,watch party er environment ta osadharon chilo #SingalongChallenge,REELS,VIDEO,4,0,0,0,288,118
473995882184519992,1787649866,tara292502,1824,NOBODY saw that result coming #UnderdogWin,REELS,VIDEO,46,5,6,3,1532,1087
446946967382826908,1787688286,vikram1129official,723,"ok it's a regional thing, not a full outage #ServerOutage",REELS,VIDEO,2,0,0,0,360,245
107328280848230800,1787658026,rizwan694_,389,"took it to a local shop, fixed for 1800. brand quoted 5x that #RepairNotReplace",FEED,IMAGE,3,0,0,0,,117
176601075669279142,1787616222,zoya141official,322,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,REELS,VIDEO,9,0,0,2,512,345
204142794558697411,1787644709,hasan35094,225,"back to campus haul, everything under 1200 #CampusHaul",FEED,CAROUSEL_ALBUM,3,0,0,0,,258
156203527464922644,1787676117,vikram443372,331,underdogs really did that tonight #UnderdogWin,STORY,IMAGE,0,0,0,0,,148
576552054372018993,1787695775,sunny1071x,160,watch party er environment ta osadharon chilo #SingalongChallenge,REELS,VIDEO,0,0,0,0,147,45
508509244166182945,1787684722,shreya344x,304,NOBODY saw that result coming #MatchNight,STORY,IMAGE,0,0,0,0,,60
170055439232834113,1787681526,zoya38official,307,queue was 40 min long and honestly worth it #LateNightEats,STORY,IMAGE,0,0,0,0,,35
215477896853834415,1787657558,dipu35407,770,underdogs really did that tonight #UnderdogWin,FEED,IMAGE,55,3,3,10,,638
204119070302821193,1787694848,neel288,317,"late night eats thread, adding this one to the list #LateNightEats",FEED,CAROUSEL_ALBUM,5,0,0,1,,169
657747317250082486,1787693434,priya651_,210,"bhai ye wala stall best hai, 103 me itna khana #LateNightEats",STORY,IMAGE,0,0,0,0,,188
113407551842753307,1787670590,sana93007,2369,"bhai ye wala stall best hai, 103 me itna khana #StreetFoodFinds",FEED,CAROUSEL_ALBUM,41,1,7,1,,1622
682432144049789661,1787667365,zoya48_in,287,underdogs really did that tonight #UnderdogWin,FEED,IMAGE,21,1,3,5,,369
725298840393821959,1787662996,tanvir199,3436,"bhai ye wala stall best hai, 12 me itna khana #LateNightEats",FEED,IMAGE,67,7,11,13,,2617
764952358550450232,1787561185,meera50787,1446,"spec sheet looks great, real world is mid imo #HonestReview",REELS,VIDEO,2,0,0,0,868,535
509054563282580120,1787694277,meera49939,174,last over replay pe replay dekh raha hu #MatchNight,REELS,VIDEO,10,1,1,1,160,172
843615258001467883,1787699561,anaya118007,391,everyone using this audio as a template #SingalongChallenge,FEED,IMAGE,8,0,1,1,,190
761181141124652816,1787690262,kabir642_in,282,"ei jaygar khabar ta darun, must try #StreetFoodFinds",FEED,CAROUSEL_ALBUM,17,1,3,4,,305
681413820175800828,1787650155,vikram786,393,found this 27-rupee plate near the station and i'm never recovering #LateNightEats,STORY,IMAGE,0,0,0,0,,49
660944003420565992,1787658871,vikram183official,425,"bhai ye wala stall best hai, 18 me itna khana #StreetFoodFinds",REELS,VIDEO,1,0,0,0,116,57
516238802548799045,1787676104,dipu71official,60,underdogs really did that tonight #UnderdogWin,REELS,VIDEO,0,0,0,0,56,49
443560874306010985,1787682105,rahul1101x,10778,last over replay pe replay dekh raha hu #MatchNight,FEED,IMAGE,479,47,89,14,,6548
